,Price(EUR),Address,Rooms,Heating,SetUp,Elevator,Stores,Area(m2),Evident,State,Infrared,YearOfBuild,Floor
547,79820,Novo Naselje,2,centralno grejanje,prazno,ima lift (1),"telefon, kablovska, internet",43,uknjiženo,renovirano,useljivo,2020,1/5
548,181280,Bulevar Oslobođenja,2,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska, internet",80,uknjiženo,renovirano,useljivo,2020,1/5
549,267800,novo naselje,5,grejanje na gas,namešteno,ima lift (1),"telefon, kablovska, internet",130,uknjiženo,renovirano,useljivo,2020,1/3
550,60150,Blok Milana Tepića,2.5,etažno grejanje,namešteno,ima lift (1),"telefon, kablovska, veš mašina, frižider, rerna",54,uknjiženo,novo,useljivo,2020,prizemlje/4
551,129000,"SREMSKA KAMENICA, SREMSKA KAMENICA",2,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska, veš mašina, frižider, rerna",50,uknjiženo,novo,useljivo,2020,2/5
552,115900,"NOVA DETELINARA, NOVI SAD",2,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska, veš mašina, frižider, rerna",45,uknjiženo,novo,useljivo,2020,2/5
553,157080,"SAJAM, NOVI SAD",3,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska, veš mašina, frižider, rerna",68,uknjiženo,novo,useljivo,2020,1/6
554,108150,"NOVA DETELINARA, NOVI SAD",2,grejanje na gas,namešteno,ima lift (1),"telefon, kablovska, veš mašina, frižider, rerna",45,uknjiženo,novo,useljivo,2020,2/6
555,115360,"CENTAR, NOVI SAD",1.5,grejanje na struju,namešteno,ima lift (1),"telefon, kablovska, veš mašina, frižider, rerna",48,nije uknjiženo,novo,useljivo,2020,1/2
556,101300,"CENTAR, NOVI SAD",4,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska, veš mašina, frižider, rerna",40,nije uknjiženo,novo,useljivo,2020,4/6
557,85500,Sajlovo,3,centralno grejanje,prazno,ima lift (1),"telefon, kablovska, veš mašina, frižider, rerna",64,uknjiženo,novo,useljivo,2020,prizemlje/1
558,97850,Sajmište,1,centralno grejanje,prazno,ima lift (1),interfon,37,uknjiženo,novo,useljivo,2020,5/5
559,123600,Telep,3.5,centralno grejanje,prazno,ima lift (1),interfon,64,uknjiženo,novo,useljivo,2020,prizemlje/2
560,80000,Miše Dimitrijevića,1.5,centralno grejanje,namešteno,ima lift (1),interfon,40,nije uknjiženo,novo,useljivo,2020,4.
561,133800,Nova Detelinara,3,centralno grejanje,namešteno,ima lift (1),"kablovska, internet, interfon",82,uknjiženo,uobičajeno stanje,useljivo,2008,5/5
562,60150,veternik,2.5,centralno grejanje,prazno,ima lift (1),"kablovska, internet, interfon",54,uknjiženo,novo,useljivo,2008,prizemlje/6
563,123600,Telep,4,centralno grejanje,prazno,ima lift (1),"kablovska, internet, interfon",64,uknjiženo,u izgradnji,useljivo,2013,prizemlje/3
564,177160,Kej,3,centralno grejanje,prazno,ima lift (1),"kablovska, internet, interfon",86,uknjiženo,uobičajeno stanje,useljivo,1935,visoko
565,146880,Novo Naselje,4,centralno grejanje,prazno,ima lift (1),"kablovska, internet, interfon",92,uknjiženo,uobičajeno stanje,useljivo,1996,2/4
566,143700,Novo Naselje,3,centralno grejanje,prazno,ima lift (1),"kablovska, internet, interfon",90,uknjiženo,uobičajeno stanje,useljivo,1996,2/4
567,166500,Železnička stanica,3,centralno grejanje,prazno,ima lift (1),"kablovska, internet, interfon",62,uknjiženo,uobičajeno stanje,useljivo,1996,3/8
568,77060,Adice,3,centralno grejanje,prazno,ima lift (1),"kablovska, internet, interfon",53,uknjiženo,u izgradnji,useljivo,2022,1/2
569,82500,Adice,3,centralno grejanje,prazno,ima lift (1),"kablovska, internet, interfon",57,uknjiženo,u izgradnji,useljivo,2022,1/2
570,83850,Adice,3,centralno grejanje,prazno,ima lift (1),"kablovska, internet, interfon",58,uknjiženo,u izgradnji,useljivo,2022,1/2
571,82700,Adice,3,centralno grejanje,prazno,ima lift (1),"kablovska, internet, interfon",57,uknjiženo,u izgradnji,useljivo,2022,1/2
572,94760,Danila Kiša,0.5,centralno grejanje,prazno,ima lift (1),"kablovska, internet, interfon",37,uknjiženo,uobičajeno stanje,useljivo,2022,1/2
573,69470,adice,2,grejanje na gas,prazno,ima lift (1),"kablovska, internet, interfon",47,uknjiženo,novo,useljivo,2022,visoko
574,92700,Novosadskog sajma,1,centralno grejanje,prazno,ima lift (1),"telefon, interfon, klima",30,uknjiženo,novo,useljivo,2022,1/7
575,154500,Sajmište,4,centralno grejanje,prazno,ima lift (1),"telefon, interfon, klima",75,uknjiženo,uobičajeno stanje,useljivo,2014,1/3
576,309000,Sajmište,3,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska, internet, video nadzor, TV, klima, veš mašina, sudo mašina, frižider, šporet, ležaj, Kanalizacija",156,uknjiženo,novo,useljivo,2019,5/5
577,85490,Stara Detelinara,2.5,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska, klima",62,uknjiženo,novo,useljivo,2019,4/4
578,87760,Lipov Gaj,3.5,grejanje na gas,namešteno,ima lift (1),"telefon, kablovska, klima",71,uknjiženo,novo,useljivo,2013,2/2
579,118800,Novi Sad - Centar,2.5,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska, klima",73,uknjiženo,novo,useljivo,2006,1/5
580,164800,Novi Sad - Centar,3,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska, klima",94,uknjiženo,novo,useljivo,2006,3.
581,103000,Podbara,2.5,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska, klima",47,uknjiženo,novo,useljivo,2006,2/3
582,118450,Grbavica,3,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska, klima",75,uknjiženo,novo,useljivo,2002,5/7
583,442000,Bulevar Evrope,5,grejanje na gas,prazno,ima lift (1),"telefon, kablovska, klima",149,uknjiženo,u izgradnji,useljivo,2002,1/2
584,120000,Balzakova 21,2,centralno grejanje,prazno,ima lift (1),"telefon, kablovska, video nadzor, interfon, klima, ventilacija",65,uknjiženo,uobičajeno stanje,useljivo,1970,7/9
585,494400,Železnička stanica,5,centralno grejanje,prazno,ima lift (1),"telefon, kablovska, video nadzor, interfon, klima, ventilacija",150,uknjiženo,novo,useljivo,1970,1/3
586,149350,Beogradski Kej,3,centralno grejanje,prazno,ima lift (2),"telefon, kablovska, video nadzor, interfon, klima, ventilacija",72,uknjiženo,uobičajeno stanje,useljivo,1970,3/18
587,370800,Sremska Kamenica,6,etažno grejanje,prazno,ima lift (2),"telefon, kablovska, video nadzor, interfon, klima, ventilacija",134,uknjiženo,uobičajeno stanje,useljivo,2020,1/2
588,87550,Grbavica,1.5,centralno grejanje,prazno,ima lift (1),kablovska,39,uknjiženo,uobičajeno stanje,useljivo,2020,visoko
589,204860,Novo Naselje,4,grejanje na gas,prazno,ima lift (1),"telefon, kablovska",100,nije uknjiženo,uobičajeno stanje,useljivo,2020,visoko
590,115900,Janka Veselinovića,2,centralno grejanje,prazno,ima lift (1),"telefon, kablovska",45,uknjiženo,uobičajeno stanje,useljivo,2020,visoko
591,46350,Bulevar Evrope,1.5,grejanje na struju,namešteno,ima lift (1),"telefon, kablovska",30,uknjiženo,novo,useljivo,2020,suteren/4
592,281200,Novi Sad - Centar,3.5,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",103,uknjiženo,uobičajeno stanje,useljivo,2006,6/6
593,61800,Novo Naselje,1,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",28,uknjiženo,uobičajeno stanje,useljivo,2012,visoko
594,149550,Novi Sad - Centar,3,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",66,uknjiženo,u izgradnji,useljivo,2022,3/5
595,103000,Novi Sad - Centar,2,grejanje na gas,namešteno,ima lift (1),"telefon, kablovska",44,uknjiženo,uobičajeno stanje,useljivo,1999,3/4
596,149350,Socijalno,3,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska, video nadzor, klima, veš mašina, kuhinjski elementi, sudo mašina, frižider, zamrzivač, rerna, šporet, ležaj, plakar",77,uknjiženo,uobičajeno stanje,useljivo,1999,2/3
597,149350,Ive Andrića,3,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska, video nadzor, klima, veš mašina, kuhinjski elementi, sudo mašina, frižider, zamrzivač, rerna, šporet, ležaj, plakar",58,uknjiženo,uobičajeno stanje,useljivo,1999,2/3
598,72100,Adice,1.5,grejanje na gas,prazno,ima lift (1),"telefon, kablovska",41,uknjiženo,novo,useljivo,2020,potkrovlje/2
599,154500,Bulevar Oslobođenja,4.5,centralno grejanje,prazno,ima lift (1),"telefon, kablovska",80,uknjiženo,novo,useljivo,2020,6/7
600,550000,Bulevar Oslobođenja,7,podno grejanje,prazno,ima lift (1),"telefon, kablovska",204,u procesu uknjižavanja,novo,useljivo,2021,2/2
601,309000,Bulevar Oslobođenja,4,centralno grejanje,prazno,ima lift (1),"telefon, kablovska",202,uknjiženo,novo,useljivo,2008,3/4
602,190550,Maksima Gorkog,4,centralno grejanje,prazno,ima lift (1),"telefon, kablovska",86,uknjiženo,novo,useljivo,2008,3/3
603,550000,Bulevar Oslobođenja,7,podno grejanje,prazno,ima lift (1),"telefon, kablovska",204,u procesu uknjižavanja,novo,useljivo,2021,2/2
604,309000,Bulevar Oslobođenja,4,centralno grejanje,prazno,ima lift (1),"telefon, kablovska",202,uknjiženo,novo,useljivo,2008,3/4
605,190550,Maksima Gorkog,4,centralno grejanje,prazno,ima lift (1),"telefon, kablovska",86,uknjiženo,novo,useljivo,2008,3/3
606,87600,Grbavica,1,centralno grejanje,polunamešteno,ima lift (1),"telefon, kablovska, TV, klima, kuhinjski elementi, frižider, rerna, plakar",38,uknjiženo,održavano,useljivo,2008,1/4
607,103000,Grbavica,0.5,grejanje na gas,namešteno,ima lift (1),"telefon, kablovska, internet, video nadzor, interfon, TV, klima, veš mašina, frižider, šporet, ležaj",27,uknjiženo,novo,useljivo,2008,4.
608,91900,Grbavica,2,centralno grejanje,prazno,ima lift (1),"telefon, kablovska, internet, video nadzor, interfon, TV, klima, veš mašina, frižider, šporet, ležaj",51,uknjiženo,novo,useljivo,2008,5.
609,192600,Svetislava Kasapinovica,4,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska, klima",85,uknjiženo,novo,useljivo,2010,5/5
610,90640,Nova Detelinara,1.5,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska, klima",47,uknjiženo,uobičajeno stanje,useljivo,2010,2/5
611,106100,Nova Detelinara,2.5,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska, klima",53,uknjiženo,uobičajeno stanje,useljivo,2010,3/5
612,97850,"SAJAM, NOVI SAD",2,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska, klima",37,uknjiženo,uobičajeno stanje,useljivo,2010,5/7
613,154500,"NOVA DETELINARA, NOVI SAD",3,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska, klima",82,uknjiženo,uobičajeno stanje,useljivo,2010,4/6
614,56650,"ZELEZNICKA STANICA, NOVI SAD",0.5,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska, klima",22,uknjiženo,uobičajeno stanje,useljivo,2010,5/6
615,163200,Veselina Masleše,3.5,grejanje na gas,namešteno,ima lift (1),"telefon, kablovska, klima",68,uknjiženo,uobičajeno stanje,useljivo,2010,5/6
616,61700,Novo Naselje,1,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska, klima",28,uknjiženo,uobičajeno stanje,useljivo,2016,visoko
617,123500,Adice,3.5,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska, klima",64,uknjiženo,uobičajeno stanje,useljivo,2020,prizemlje/2
618,162700,Bulevar Oslobođenja,2,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska, klima",53,uknjiženo,uobičajeno stanje,useljivo,1967,visoko
619,56650,Železnička stanica,0.5,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska, klima",22,uknjiženo,uobičajeno stanje,useljivo,2000,5/5
620,249260,Petrovaradin,4,podno grejanje,namešteno,ima lift (1),"telefon, kablovska, klima",106,uknjiženo,uobičajeno stanje,useljivo,2021,prizemlje/2
621,128750,Novi Sad - Centar,3,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska, klima",76,uknjiženo,uobičajeno stanje,useljivo,2008,3/4
622,92700,Avijatičarsko Naselje,3.5,grejanje na gas,namešteno,ima lift (1),"telefon, kablovska, klima",90,uknjiženo,uobičajeno stanje,useljivo,2010,2/2
623,168720,Vase Ostojića,4,grejanje na gas,namešteno,ima lift (1),"telefon, kablovska, klima",117,uknjiženo,uobičajeno stanje,useljivo,2013,visoko
624,56650,Novo Naselje,1,centralno grejanje,prazno,ima lift (1),"telefon, kablovska, klima",28,uknjiženo,uobičajeno stanje,useljivo,1993,3/4
625,141550,Južni Telep,3,grejanje na gas,prazno,ima lift (1),"telefon, kablovska, klima",67,uknjiženo,u izgradnji,useljivo,1993,2/2
626,139050,Detelinara,3,centralno grejanje,prazno,ima lift (1),"telefon, kablovska",74,uknjiženo,novo,useljivo,1993,5/6
627,169950,Cara Dušana,2.5,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",48,uknjiženo,novo,useljivo,1993,4/5
628,63650,Nova Detelinara,0.5,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",24,uknjiženo,renovirano,useljivo,1993,visoko
629,322000,Bulevar Evrope,5,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",145,uknjiženo,u izgradnji,useljivo,2022,2/2
630,322000,Bulevar Evrope,5,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",192,uknjiženo,u izgradnji,useljivo,2022,1/2
631,234800,Bulevar Evrope,4,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",133,uknjiženo,u izgradnji,useljivo,2022,prizemlje/2
632,210600,Bulevar Evrope,4,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",92,uknjiženo,u izgradnji,useljivo,2022,prizemlje/2
633,106000,Socijalno,1.5,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",45,uknjiženo,u izgradnji,useljivo,2022,1/4
634,135050,Klisa,4,grejanje na gas,prazno,ima lift (1),"telefon, kablovska",88,uknjiženo,novo,useljivo,2022,1/4
635,146878,Novo Naselje,4,centralno grejanje,prazno,ima lift (1),"telefon, kablovska",92,uknjiženo,uobičajeno stanje,useljivo,1996,2/4
636,133900,Cara Dušana,2.5,grejanje na gas,prazno,ima lift (1),"kablovska, internet, interfon",65,uknjiženo,uobičajeno stanje,useljivo,2010,1/5
637,116800,Adice,3,grejanje na gas,prazno,ima lift (1),"kablovska, internet, interfon",81,uknjiženo,uobičajeno stanje,useljivo,2010,1/5
638,97850,Betanija,2,centralno grejanje,namešteno,ima lift (1),"kablovska, internet, interfon",41,uknjiženo,novo,useljivo,2010,visoko
639,84000,Matice srpske,1,grejanje na gas,namešteno,ima lift (1),"kablovska, internet, interfon",28,uknjiženo,novo,useljivo,2010,prizemlje
640,120000,Desanke Maksimović,3.5,etažno grejanje,namešteno,ima lift (1),"kablovska, internet, interfon",64,nije uknjiženo,novo,useljivo,2010,prizemlje
641,118450,Adice,3,grejanje na gas,polunamešteno,ima lift (1),"kablovska, internet, interfon",72,uknjiženo,novo,useljivo,2010,prizemlje
642,103900,Nova Detelinara,3.5,centralno grejanje,polunamešteno,ima lift (1),"kablovska, internet, interfon",56,uknjiženo,novo,useljivo,2005,3/4
643,129780,Liman 3,3,centralno grejanje,polunamešteno,ima lift (1),"kablovska, internet, interfon",73,uknjiženo,uobičajeno stanje,useljivo,2005,8/9
644,106000,Socijalno,1.5,centralno grejanje,prazno,ima lift (1),"kablovska, internet, interfon",45,uknjiženo,uobičajeno stanje,useljivo,2005,1/4
645,133900,Grbavica,3.5,centralno grejanje,prazno,ima lift (1),"kablovska, internet, interfon",111,uknjiženo,uobičajeno stanje,useljivo,2005,6/6
646,60770,Adice,2,grejanje na gas,prazno,ima lift (1),"kablovska, internet, interfon",63,uknjiženo,uobičajeno stanje,useljivo,2005,2/2
647,46350,Bulevar Evrope,1.5,grejanje na struju,namešteno,ima lift (1),"kablovska, internet, interfon",30,uknjiženo,uobičajeno stanje,useljivo,2005,suteren/4
648,85490,Detelinara,2.5,centralno grejanje,namešteno,ima lift (1),"kablovska, internet, interfon",62,uknjiženo,uobičajeno stanje,useljivo,2005,4/4
649,82400,Grbavica,1.5,centralno grejanje,namešteno,ima lift (1),"kablovska, internet, interfon",40,uknjiženo,uobičajeno stanje,useljivo,2005,4/4
650,108150,Novo Naselje,2,centralno grejanje,prazno,ima lift (1),"telefon, kablovska, klima",60,uknjiženo,uobičajeno stanje,useljivo,2005,4/4
651,115800,JANKA VESELINOVICA,1.5,centralno grejanje,prazno,ima lift (1),"telefon, kablovska, klima",45,uknjiženo,uobičajeno stanje,useljivo,2005,4/4
652,128550,Podbara,2.5,centralno grejanje,prazno,ima lift (1),"telefon, kablovska, klima",78,uknjiženo,uobičajeno stanje,useljivo,2005,4/5
653,157100,Bulevar Oslobođenja,3,centralno grejanje,prazno,ima lift (1),"telefon, kablovska, klima",68,uknjiženo,uobičajeno stanje,useljivo,2010,1/5
654,92700,jovana hranilovica,2.5,centralno grejanje,prazno,ima lift (1),"telefon, kablovska, klima",48,uknjiženo,novo,useljivo,2010,3/3
655,125000,Liman 3,2.5,centralno grejanje,prazno,ima lift (1),"telefon, kablovska, klima",70,uknjiženo,novo,useljivo,2010,4/4
656,145230,djordja rajkovica,2.5,centralno grejanje,prazno,ima lift (1),"telefon, kablovska, klima",61,uknjiženo,novo,useljivo,2010,1/5
657,133900,Bulevar Evrope,2.5,centralno grejanje,prazno,ima lift (2),"telefon, kablovska, klima",62,uknjiženo,novo,useljivo,2010,8/13
658,55650,adi endrea,1,grejanje na struju,namešteno,ima lift (2),"telefon, kablovska, klima",25,uknjiženo,novo,useljivo,2010,2/3
659,87550,Liman 3,2,centralno grejanje,prazno,ima lift (2),"telefon, kablovska, klima",46,uknjiženo,novo,useljivo,2010,10/16
660,113300,"CENTAR, NOVI SAD",2,centralno grejanje,prazno,ima lift (2),"telefon, kablovska, klima",44,uknjiženo,u izgradnji,useljivo,2010,1/4
661,220620,"GRBAVICA, NOVI SAD",5,centralno grejanje,prazno,ima lift (1),"telefon, kablovska, klima",157,uknjiženo,uobičajeno stanje,useljivo,2006,5/5
662,134930,Socijalno,3,centralno grejanje,prazno,ima lift (1),"telefon, kablovska",57,uknjiženo,uobičajeno stanje,useljivo,2006,3/3
663,94760,Telep,2,grejanje na gas,prazno,ima lift (1),"telefon, kablovska",39,uknjiženo,uobičajeno stanje,useljivo,2006,2/3
664,494400,Bulevar Oslobođenja,4,centralno grejanje,namešteno,ima lift (1),klima,150,uknjiženo,uobičajeno stanje,useljivo,2006,1/3
665,151400,ive andrica,3,centralno grejanje,prazno,ima lift (1),klima,58,uknjiženo,renovirano,useljivo,2006,1/6
666,113300,Novi Sad - Centar,1.5,centralno grejanje,prazno,ima lift (1),klima,44,uknjiženo,u izgradnji,useljivo,2006,visoko
667,133900,Kej,2.5,centralno grejanje,prazno,ima lift (1),klima,60,uknjiženo,u izgradnji,useljivo,2006,2/6
668,206000,stevana milovanova,2.5,centralno grejanje,prazno,ima lift (1),klima,80,uknjiženo,renovirano,useljivo,2006,1/4
669,84050,Novi Sad - Centar,1.5,centralno grejanje,namešteno,ima lift (1),klima,48,uknjiženo,renovirano,useljivo,2006,6/6
670,51500,Socijalno,0.5,centralno grejanje,prazno,ima lift (1),"kablovska, internet",26,uknjiženo,uobičajeno stanje,useljivo,2006,visoko
671,139050,Bulevar Oslobođenja,3,centralno grejanje,prazno,ima lift (1),"kablovska, internet, klima",75,uknjiženo,renovirano,useljivo,1970,3/4
672,82400,Grbavica,2,centralno grejanje,prazno,ima lift (1),"kablovska, internet, klima",52,uknjiženo,renovirano,useljivo,1970,4/5
673,81370,Socijalno,1,grejanje na gas,prazno,ima lift (1),"kablovska, internet, klima",38,uknjiženo,renovirano,useljivo,1999,4/4
674,136270,Bulevar Evrope,2.5,grejanje na gas,prazno,ima lift (1),"kablovska, internet, klima",49,uknjiženo,renovirano,useljivo,1999,4/5
675,113300,PIONIRSKA,1.5,centralno grejanje,prazno,ima lift (1),"kablovska, internet, klima",44,uknjiženo,renovirano,useljivo,1999,4/5
676,61800,Novi Sad - Centar,2,centralno grejanje,namešteno,ima lift (1),"kablovska, TV, klima, veš mašina, frižider, šporet, ležaj",57,uknjiženo,renovirano,useljivo,1999,4/5
