Index,Price(EUR),Location,Address,Rooms,Heating,SetUp,Elevator,Stores,Area(m2),Evident,State,Infrared,YearOfBuild,Floor,YearOfBuildWasNan
764,92700,Rotkvarija,Socijalno,1.5,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",37,uknjiženo,uobičajeno stanje,useljivo,1990.0,prizemlje,0
765,145230,Grbavica,Grbavica,2.5,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",60,uknjiženo,uobičajeno stanje,useljivo,2009.0,3,0
766,178000,Veternik,Veternik,4.0,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",141,uknjiženo,uobičajeno stanje,useljivo,2009.0,2,0
767,198400,Grbavica,Grbavica,3.0,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",107,uknjiženo,uobičajeno stanje,useljivo,2007.0,5,0
768,94760,Detelinara,Nova Detelinara,2.0,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",46,uknjiženo,uobičajeno stanje,useljivo,2009.0,4,0
769,67980,Banatić,Železnička stanica,2.0,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",52,uknjiženo,uobičajeno stanje,useljivo,2009.0,4,0
770,82400,Grbavica,Rare_var,1.5,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",40,uknjiženo,uobičajeno stanje,useljivo,2009.0,4,0
771,59130,Adice,Rare_var,2.5,grejanje na gas,namešteno,ima lift (1),"telefon, kablovska",41,uknjiženo,uobičajeno stanje,useljivo,2009.0,3,0
772,149350,Liman,Liman 4,3.0,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",58,uknjiženo,uobičajeno stanje,useljivo,1984.0,1,0
773,115870,Detelinara,Nova Detelinara,2.0,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",45,uknjiženo,uobičajeno stanje,useljivo,2018.0,2,0
774,146200,Rare_var,Rare_var,4.0,grejanje na gas,namešteno,ima lift (1),"telefon, kablovska",86,uknjiženo,novo,useljivo,2018.0,5,0
775,92700,Rotkvarija,Rare_var,1.5,grejanje na gas,namešteno,ima lift (1),"telefon, kablovska",37,uknjiženo,u izgradnji,useljivo,2018.0,visoko,0
776,100000,Liman,Rare_var,1.0,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",40,uknjiženo,uobičajeno stanje,useljivo,2018.0,2,0
777,319300,Stari Grad,Centar,4.0,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",143,uknjiženo,uobičajeno stanje,useljivo,2018.0,3,0
778,116060,Detelinara,Nova Detelinara,2.5,centralno grejanje,prazno,ima lift (1),"telefon, kablovska",49,uknjiženo,uobičajeno stanje,useljivo,2018.0,prizemlje,0
779,58700,Telep,Telep,2.0,grejanje na struju,prazno,ima lift (1),"telefon, kablovska",42,uknjiženo,renovirano,useljivo,2018.0,prizemlje,0
780,164800,Stari Grad,Centar,3.0,centralno grejanje,prazno,ima lift (1),"telefon, kablovska",78,uknjiženo,renovirano,useljivo,2018.0,4,0
781,154500,Novo Naselje,Bistrica,3.0,centralno grejanje,prazno,ima lift (1),"telefon, kablovska",75,uknjiženo,renovirano,useljivo,2018.0,prizemlje,0
782,142760,Telep,Rare_var,3.5,grejanje na gas,prazno,ima lift (1),"telefon, kablovska",66,u procesu uknjižavanja,u izgradnji,useljivo,2018.0,prizemlje,0
783,89000,Telep,Rare_var,3.0,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",69,uknjiženo,u izgradnji,useljivo,2018.0,prizemlje,0
784,99000,Bulevar Oslobođenja,Bulevar Oslobođenja,1.5,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",36,uknjiženo,u izgradnji,useljivo,2005.0,5,0
785,78280,Stari Grad,Centar,3.0,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",76,uknjiženo,uobičajeno stanje,useljivo,2008.0,visoko,0
786,92700,Bulevar Oslobođenja,Rare_var,1.0,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",30,uknjiženo,uobičajeno stanje,useljivo,2008.0,1,0
787,144200,Podbara,Podbara,3.0,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",73,u procesu uknjižavanja,renovirano,useljivo,2008.0,2,0
788,74160,Rotkvarija,Rare_var,1.0,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",27,uknjiženo,renovirano,useljivo,2008.0,1,0
789,123600,Grbavica,Grbavica,2.0,centralno grejanje,prazno,ima lift (1),"telefon, kablovska",56,uknjiženo,renovirano,useljivo,2008.0,2,0
790,231750,Stari Grad,Kej,3.0,centralno grejanje,prazno,ima lift (1),"telefon, kablovska",69,uknjiženo,renovirano,useljivo,2008.0,5,0
791,99300,Rotkvarija,Rare_var,1.5,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",36,uknjiženo,renovirano,useljivo,2008.0,2,0
792,220420,Stari Grad,Centar,3.0,grejanje na struju,namešteno,ima lift (1),"telefon, kablovska",109,uknjiženo,renovirano,useljivo,2008.0,2,0
793,101000,Liman,Rare_var,1.5,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",34,uknjiženo,renovirano,useljivo,2008.0,2,0
794,159650,Sajmište,Rare_var,5.0,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",95,uknjiženo,renovirano,useljivo,2008.0,5,0
795,118450,Liman,Rare_var,2.0,centralno grejanje,prazno,ima lift (2),"telefon, kablovska",57,uknjiženo,renovirano,useljivo,2008.0,4,0
796,442000,Bulevar Evrope,Bulevar Evrope,5.0,grejanje na gas,prazno,ima lift (2),"telefon, kablovska",149,uknjiženo,u izgradnji,useljivo,2008.0,1,0
797,129000,Sremska Kamenica,Sremska Kamenica,2.0,grejanje na gas,prazno,ima lift (1),"telefon, kablovska",50,uknjiženo,uobičajeno stanje,useljivo,2008.0,1,0
798,129000,Sremska Kamenica,Sremska Kamenica,2.0,centralno grejanje,prazno,ima lift (1),"telefon, kablovska",50,uknjiženo,uobičajeno stanje,useljivo,2021.0,2,0
799,56000,Stari Grad,Stari Grad,2.0,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",36,uknjiženo,uobičajeno stanje,useljivo,2021.0,2,0
800,133900,Detelinara,Nova Detelinara,3.0,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",82,uknjiženo,uobičajeno stanje,useljivo,2006.0,5,0
801,34500,Stari Grad,Centar,0.5,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",19,uknjiženo,u izgradnji,useljivo,2014.0,suteren,0
802,60770,Adice,Adice,2.0,etažno grejanje,prazno,ima lift (1),"telefon, kablovska",63,uknjiženo,uobičajeno stanje,useljivo,2014.0,2,0
803,591000,Stari Grad,Spens,7.0,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",302,uknjiženo,luksuzno,useljivo,2014.0,4,0
804,34000,Stari Grad,Centar,0.5,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",19,uknjiženo,u izgradnji,useljivo,2014.0,suteren,0
805,92700,Stari Grad,Centar,1.5,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",37,uknjiženo,u izgradnji,useljivo,2020.0,visoko,0
806,79820,Novo Naselje,Novo Naselje,2.0,centralno grejanje,prazno,ima lift (1),Rare_var,43,uknjiženo,renovirano,useljivo,2020.0,1,0
807,60150,Veternik,Rare_var,2.5,etažno grejanje,prazno,ima lift (1),Rare_var,54,uknjiženo,novo,useljivo,2020.0,prizemlje,0
808,129000,Sremska Kamenica,Rare_var,2.0,centralno grejanje,prazno,ima lift (1),Rare_var,50,uknjiženo,novo,useljivo,2020.0,2,0
809,115900,Detelinara,Nova Detelinara,2.0,centralno grejanje,prazno,ima lift (1),Rare_var,45,uknjiženo,novo,useljivo,2020.0,2,0
810,157080,Sajmište,Rare_var,3.0,centralno grejanje,prazno,ima lift (1),Rare_var,68,uknjiženo,novo,useljivo,2020.0,1,0
811,108150,Detelinara,Nova Detelinara,2.0,grejanje na gas,prazno,ima lift (1),Rare_var,45,uknjiženo,novo,useljivo,2020.0,2,0
812,115360,Stari Grad,Centar,1.5,grejanje na struju,prazno,ima lift (1),Rare_var,48,nije uknjiženo,novo,useljivo,2020.0,1,0
813,101300,Stari Grad,Centar,4.0,centralno grejanje,prazno,ima lift (1),Rare_var,40,nije uknjiženo,novo,useljivo,2020.0,4,0
814,97850,Sajmište,Sajmište,1.0,centralno grejanje,prazno,ima lift (1),interfon,37,uknjiženo,novo,useljivo,2020.0,5,0
815,80000,Grbavica,Rare_var,1.5,centralno grejanje,namešteno,ima lift (1),interfon,40,nije uknjiženo,novo,useljivo,2020.0,4,0
816,133800,Detelinara,Nova Detelinara,3.0,centralno grejanje,namešteno,ima lift (1),"kablovska, internet, interfon",82,uknjiženo,uobičajeno stanje,useljivo,2008.0,5,0
817,123600,Telep,Telep,4.0,centralno grejanje,namešteno,ima lift (1),"kablovska, internet, interfon",64,uknjiženo,u izgradnji,useljivo,2013.0,prizemlje,0
818,177160,Stari Grad,Kej,3.0,centralno grejanje,namešteno,ima lift (1),"kablovska, internet, interfon",86,uknjiženo,uobičajeno stanje,useljivo,1935.0,visoko,0
819,146880,Novo Naselje,Novo Naselje,4.0,centralno grejanje,namešteno,ima lift (1),"kablovska, internet, interfon",92,uknjiženo,uobičajeno stanje,useljivo,1996.0,2,0
820,143700,Novo Naselje,Novo Naselje,3.0,centralno grejanje,namešteno,ima lift (1),"kablovska, internet, interfon",90,uknjiženo,uobičajeno stanje,useljivo,1996.0,2,0
821,166500,Banatić,Železnička stanica,3.0,centralno grejanje,namešteno,ima lift (1),"kablovska, internet, interfon",62,uknjiženo,uobičajeno stanje,useljivo,1996.0,3,0
822,77060,Adice,Adice,3.0,centralno grejanje,namešteno,ima lift (1),"kablovska, internet, interfon",53,uknjiženo,u izgradnji,useljivo,2022.0,1,0
823,82500,Adice,Adice,3.0,centralno grejanje,namešteno,ima lift (1),"kablovska, internet, interfon",57,uknjiženo,u izgradnji,useljivo,2022.0,1,0
824,83850,Adice,Adice,3.0,centralno grejanje,namešteno,ima lift (1),"kablovska, internet, interfon",58,uknjiženo,u izgradnji,useljivo,2022.0,1,0
825,82700,Adice,Adice,3.0,centralno grejanje,namešteno,ima lift (1),"kablovska, internet, interfon",57,uknjiženo,u izgradnji,useljivo,2022.0,1,0
826,92700,Bulevar Oslobođenja,Rare_var,1.0,centralno grejanje,prazno,ima lift (1),"telefon, interfon, klima",30,uknjiženo,novo,useljivo,2022.0,1,0
827,154500,Sajmište,Sajmište,4.0,centralno grejanje,prazno,ima lift (1),"telefon, interfon, klima",75,uknjiženo,uobičajeno stanje,useljivo,2014.0,1,0
828,309000,Sajmište,Sajmište,3.0,centralno grejanje,namešteno,ima lift (1),Rare_var,156,uknjiženo,novo,useljivo,2019.0,5,0
829,85490,Detelinara,Rare_var,2.5,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska, klima",62,uknjiženo,novo,useljivo,2019.0,4,0
830,129420,Adice,Adice,4.0,grejanje na gas,prazno,ima lift (1),"telefon, kablovska",79,uknjiženo,u izgradnji,useljivo,2019.0,2,0
831,82400,Grbavica,Rare_var,1.5,centralno grejanje,prazno,ima lift (1),"telefon, kablovska",40,uknjiženo,u izgradnji,useljivo,2019.0,2,0
832,103000,Stari Grad,Rare_var,2.0,etažno grejanje,prazno,ima lift (1),"telefon, kablovska",44,uknjiženo,u izgradnji,useljivo,2019.0,2,0
833,442000,Bulevar Evrope,Bulevar Evrope,5.0,grejanje na gas,prazno,ima lift (1),"telefon, kablovska",149,uknjiženo,u izgradnji,useljivo,2019.0,1,0
834,120000,Liman,Rare_var,2.0,centralno grejanje,prazno,ima lift (1),Rare_var,65,uknjiženo,uobičajeno stanje,useljivo,1970.0,7,0
835,494400,Banatić,Železnička stanica,5.0,centralno grejanje,prazno,ima lift (1),Rare_var,150,uknjiženo,novo,useljivo,1970.0,1,0
836,149350,Podbara,Rare_var,3.0,centralno grejanje,prazno,ima lift (2),Rare_var,72,uknjiženo,uobičajeno stanje,useljivo,1970.0,3,0
837,370800,Sremska Kamenica,Sremska Kamenica,6.0,etažno grejanje,prazno,ima lift (2),Rare_var,134,uknjiženo,uobičajeno stanje,useljivo,2020.0,1,0
838,87550,Grbavica,Grbavica,1.5,centralno grejanje,prazno,ima lift (1),kablovska,39,uknjiženo,uobičajeno stanje,useljivo,2020.0,visoko,0
839,204860,Novo Naselje,Novo Naselje,4.0,grejanje na gas,prazno,ima lift (1),"telefon, kablovska",100,nije uknjiženo,uobičajeno stanje,useljivo,2020.0,visoko,0
840,115900,Detelinara,Rare_var,2.0,centralno grejanje,prazno,ima lift (1),"telefon, kablovska",45,uknjiženo,uobičajeno stanje,useljivo,2020.0,visoko,0
841,46350,Bulevar Evrope,Bulevar Evrope,1.5,grejanje na struju,namešteno,ima lift (1),"telefon, kablovska",30,uknjiženo,novo,useljivo,2020.0,suteren,0
842,281200,Stari Grad,Centar,3.5,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",103,uknjiženo,uobičajeno stanje,useljivo,2006.0,6,0
843,61800,Novo Naselje,Novo Naselje,1.0,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",28,uknjiženo,uobičajeno stanje,useljivo,2012.0,visoko,0
844,149550,Stari Grad,Centar,3.0,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",66,uknjiženo,u izgradnji,useljivo,2022.0,3,0
845,149350,Rotkvarija,Socijalno,3.0,centralno grejanje,namešteno,ima lift (1),Rare_var,77,uknjiženo,u izgradnji,useljivo,2022.0,2,0
846,149350,Liman,Rare_var,3.0,centralno grejanje,namešteno,ima lift (1),Rare_var,58,uknjiženo,uobičajeno stanje,useljivo,2022.0,2,0
847,72100,Adice,Adice,1.5,grejanje na gas,prazno,ima lift (1),"telefon, kablovska",41,uknjiženo,novo,useljivo,2020.0,Rare_var,0
848,87600,Grbavica,Grbavica,1.0,centralno grejanje,polunamešteno,ima lift (1),Rare_var,38,uknjiženo,Rare_var,useljivo,2020.0,1,0
849,103000,Grbavica,Grbavica,1.0,grejanje na gas,namešteno,ima lift (1),"telefon, kablovska, internet, video nadzor, interfon, TV, klima, veš mašina, frižider, šporet, ležaj",27,uknjiženo,novo,useljivo,2020.0,4,0
850,91900,Grbavica,Grbavica,2.0,centralno grejanje,prazno,ima lift (1),"telefon, kablovska, internet, video nadzor, interfon, TV, klima, veš mašina, frižider, šporet, ležaj",51,uknjiženo,novo,useljivo,2020.0,5,0
851,90640,Detelinara,Nova Detelinara,1.5,centralno grejanje,prazno,ima lift (1),"telefon, kablovska, internet, video nadzor, interfon, TV, klima, veš mašina, frižider, šporet, ležaj",47,uknjiženo,uobičajeno stanje,useljivo,2020.0,2,0
852,106100,Detelinara,Nova Detelinara,2.5,centralno grejanje,prazno,ima lift (1),"telefon, kablovska, internet, video nadzor, interfon, TV, klima, veš mašina, frižider, šporet, ležaj",53,uknjiženo,uobičajeno stanje,useljivo,2020.0,3,0
853,97850,Sajmište,Rare_var,2.0,centralno grejanje,prazno,ima lift (1),"telefon, kablovska, internet, video nadzor, interfon, TV, klima, veš mašina, frižider, šporet, ležaj",37,uknjiženo,uobičajeno stanje,useljivo,2020.0,5,0
854,154500,Detelinara,Nova Detelinara,3.0,centralno grejanje,prazno,ima lift (1),"telefon, kablovska, internet, video nadzor, interfon, TV, klima, veš mašina, frižider, šporet, ležaj",82,uknjiženo,uobičajeno stanje,useljivo,2020.0,4,0
855,56650,Banatić,Rare_var,0.5,centralno grejanje,prazno,ima lift (1),"telefon, kablovska, internet, video nadzor, interfon, TV, klima, veš mašina, frižider, šporet, ležaj",22,uknjiženo,uobičajeno stanje,useljivo,2020.0,5,0
856,163200,Detelinara,Rare_var,3.5,grejanje na gas,namešteno,ima lift (1),"telefon, kablovska, internet, video nadzor, interfon, TV, klima, veš mašina, frižider, šporet, ležaj",68,uknjiženo,uobičajeno stanje,useljivo,2020.0,5,0
857,61700,Novo Naselje,Novo Naselje,1.0,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska, internet, video nadzor, interfon, TV, klima, veš mašina, frižider, šporet, ležaj",28,uknjiženo,uobičajeno stanje,useljivo,2016.0,visoko,0
858,123500,Adice,Adice,3.5,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska, internet, video nadzor, interfon, TV, klima, veš mašina, frižider, šporet, ležaj",64,uknjiženo,uobičajeno stanje,useljivo,2020.0,prizemlje,0
859,162700,Bulevar Oslobođenja,Bulevar Oslobođenja,2.0,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska, internet, video nadzor, interfon, TV, klima, veš mašina, frižider, šporet, ležaj",53,uknjiženo,uobičajeno stanje,useljivo,1967.0,visoko,0
860,56650,Banatić,Železnička stanica,0.5,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska, internet, video nadzor, interfon, TV, klima, veš mašina, frižider, šporet, ležaj",22,uknjiženo,uobičajeno stanje,useljivo,2000.0,5,0
861,141550,Telep,Rare_var,3.0,grejanje na gas,prazno,ima lift (1),"telefon, kablovska, internet, video nadzor, interfon, TV, klima, veš mašina, frižider, šporet, ležaj",67,uknjiženo,u izgradnji,useljivo,2000.0,2,0
862,139050,Detelinara,Rare_var,3.0,centralno grejanje,prazno,ima lift (1),"telefon, kablovska",74,uknjiženo,novo,useljivo,2000.0,5,0
863,169950,Adamovićevo Naselje,Cara Dušana,2.5,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",48,uknjiženo,novo,useljivo,2000.0,4,0
864,63650,Detelinara,Nova Detelinara,0.5,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",24,uknjiženo,renovirano,useljivo,2000.0,visoko,0
865,322000,Bulevar Evrope,Bulevar Evrope,5.0,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",145,uknjiženo,u izgradnji,useljivo,2022.0,2,0
866,322000,Bulevar Evrope,Bulevar Evrope,5.0,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",192,uknjiženo,u izgradnji,useljivo,2022.0,1,0
867,234800,Bulevar Evrope,Bulevar Evrope,4.0,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",133,uknjiženo,u izgradnji,useljivo,2022.0,prizemlje,0
868,210600,Bulevar Evrope,Bulevar Evrope,4.0,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",92,uknjiženo,u izgradnji,useljivo,2022.0,prizemlje,0
869,106000,Rotkvarija,Socijalno,1.5,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",45,uknjiženo,u izgradnji,useljivo,2022.0,1,0
870,135050,Klisa,Rare_var,4.0,grejanje na gas,prazno,ima lift (1),"telefon, kablovska",88,uknjiženo,novo,useljivo,2022.0,1,0
871,146878,Novo Naselje,Novo Naselje,4.0,centralno grejanje,prazno,ima lift (1),"telefon, kablovska",92,uknjiženo,uobičajeno stanje,useljivo,1996.0,2,0
872,133900,Adamovićevo Naselje,Cara Dušana,2.5,grejanje na gas,prazno,ima lift (1),"kablovska, internet, interfon",65,uknjiženo,uobičajeno stanje,useljivo,2010.0,1,0
873,84000,Stari Grad,Rare_var,1.0,grejanje na gas,namešteno,ima lift (1),"kablovska, internet, interfon",28,uknjiženo,uobičajeno stanje,useljivo,2010.0,prizemlje,0
874,120000,Telep,Rare_var,3.5,etažno grejanje,namešteno,ima lift (1),"kablovska, internet, interfon",64,nije uknjiženo,uobičajeno stanje,useljivo,2010.0,prizemlje,0
875,129780,Liman,Liman 3,3.0,centralno grejanje,namešteno,ima lift (1),"kablovska, internet, interfon",73,uknjiženo,uobičajeno stanje,useljivo,2010.0,Rare_var,0
876,106000,Rotkvarija,Socijalno,1.5,centralno grejanje,prazno,ima lift (1),"kablovska, internet, interfon",45,uknjiženo,uobičajeno stanje,useljivo,2010.0,1,0
877,133900,Grbavica,Grbavica,3.5,centralno grejanje,prazno,ima lift (1),"kablovska, internet, interfon",111,uknjiženo,uobičajeno stanje,useljivo,2010.0,6,0
878,60770,Adice,Adice,2.0,grejanje na gas,prazno,ima lift (1),"kablovska, internet, interfon",63,uknjiženo,uobičajeno stanje,useljivo,2010.0,2,0
879,46350,Bulevar Evrope,Bulevar Evrope,1.5,grejanje na struju,namešteno,ima lift (1),"kablovska, internet, interfon",30,uknjiženo,uobičajeno stanje,useljivo,2010.0,suteren,0
880,85490,Detelinara,Rare_var,2.5,centralno grejanje,namešteno,ima lift (1),"kablovska, internet, interfon",62,uknjiženo,uobičajeno stanje,useljivo,2010.0,4,0
881,82400,Grbavica,Grbavica,1.5,centralno grejanje,namešteno,ima lift (1),"kablovska, internet, interfon",40,uknjiženo,uobičajeno stanje,useljivo,2010.0,4,0
882,108150,Novo Naselje,Novo Naselje,2.0,centralno grejanje,prazno,ima lift (1),"telefon, kablovska, klima",60,uknjiženo,uobičajeno stanje,useljivo,2010.0,4,0
883,115800,Detelinara,Rare_var,1.5,centralno grejanje,prazno,ima lift (1),"telefon, kablovska, klima",45,uknjiženo,uobičajeno stanje,useljivo,2010.0,4,0
884,128550,Podbara,Podbara,2.5,centralno grejanje,prazno,ima lift (1),"telefon, kablovska, klima",78,uknjiženo,uobičajeno stanje,useljivo,2010.0,4,0
885,157100,Bulevar Oslobođenja,Bulevar Oslobođenja,3.0,centralno grejanje,prazno,ima lift (1),"telefon, kablovska, klima",68,uknjiženo,uobičajeno stanje,useljivo,2010.0,1,0
886,92700,Sajmište,Rare_var,2.5,centralno grejanje,prazno,ima lift (1),"telefon, kablovska, klima",48,uknjiženo,novo,useljivo,2010.0,3,0
887,125000,Liman,Liman 3,2.5,centralno grejanje,prazno,ima lift (1),"telefon, kablovska, klima",70,uknjiženo,novo,useljivo,2010.0,4,0
888,145230,Podbara,Rare_var,2.5,centralno grejanje,prazno,ima lift (1),"telefon, kablovska, klima",61,uknjiženo,novo,useljivo,2010.0,1,0
889,133900,Bulevar Evrope,Bulevar Evrope,2.5,centralno grejanje,prazno,ima lift (2),"telefon, kablovska, klima",62,uknjiženo,novo,useljivo,2010.0,Rare_var,0
890,55650,Telep,Rare_var,1.0,grejanje na struju,namešteno,ima lift (2),"telefon, kablovska, klima",25,uknjiženo,novo,useljivo,2010.0,2,0
891,113300,Stari Grad,Centar,2.0,centralno grejanje,namešteno,ima lift (2),"telefon, kablovska, klima",44,uknjiženo,u izgradnji,useljivo,2010.0,1,0
892,220620,Grbavica,Rare_var,5.0,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska, klima",157,uknjiženo,uobičajeno stanje,useljivo,2006.0,5,0
893,134930,Rotkvarija,Socijalno,3.0,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",57,uknjiženo,uobičajeno stanje,useljivo,2006.0,3,0
894,94760,Telep,Telep,2.0,grejanje na gas,namešteno,ima lift (1),"telefon, kablovska",39,uknjiženo,uobičajeno stanje,useljivo,2006.0,2,0
895,494400,Bulevar Oslobođenja,Bulevar Oslobođenja,4.0,centralno grejanje,namešteno,ima lift (1),klima,150,uknjiženo,uobičajeno stanje,useljivo,2006.0,1,0
896,151400,Liman,Rare_var,3.0,centralno grejanje,prazno,ima lift (1),klima,58,uknjiženo,renovirano,useljivo,2006.0,1,0
897,113300,Stari Grad,Centar,1.5,centralno grejanje,prazno,ima lift (1),klima,44,uknjiženo,u izgradnji,useljivo,2006.0,visoko,0
898,133900,Stari Grad,Kej,2.5,centralno grejanje,prazno,ima lift (1),klima,60,uknjiženo,u izgradnji,useljivo,2006.0,2,0
899,206000,Stari Grad,Rare_var,2.5,centralno grejanje,prazno,ima lift (1),klima,80,uknjiženo,renovirano,useljivo,2006.0,1,0
900,136270,Bulevar Evrope,Bulevar Evrope,2.5,grejanje na gas,prazno,ima lift (1),klima,49,uknjiženo,renovirano,useljivo,2006.0,4,0
901,113300,Stari Grad,Rare_var,1.5,centralno grejanje,prazno,ima lift (1),klima,44,uknjiženo,renovirano,useljivo,2006.0,4,0
902,61800,Stari Grad,Centar,2.0,centralno grejanje,namešteno,ima lift (1),Rare_var,57,uknjiženo,renovirano,useljivo,2006.0,4,0
903,89600,Detelinara,Nova Detelinara,1.5,centralno grejanje,prazno,ima lift (1),Rare_var,42,uknjiženo,renovirano,useljivo,2006.0,3,0
904,143580,Novo Naselje,Novo Naselje,4.0,centralno grejanje,prazno,ima lift (1),Rare_var,90,uknjiženo,uobičajeno stanje,useljivo,2006.0,3,0
905,145520,Novo Naselje,Novo Naselje,4.0,centralno grejanje,prazno,ima lift (1),Rare_var,91,uknjiženo,uobičajeno stanje,useljivo,2006.0,2,0
906,149350,Liman,Liman 4,2.5,centralno grejanje,prazno,ima lift (1),Rare_var,58,uknjiženo,uobičajeno stanje,useljivo,1987.0,1,0
907,128750,Podbara,Rare_var,3.0,centralno grejanje,prazno,ima lift (1),"interfon, klima",76,uknjiženo,uobičajeno stanje,useljivo,1987.0,3,0
908,189000,Sajmište,Sajmište,3.0,grejanje na gas,prazno,ima lift (1),klima,68,uknjiženo,novo,useljivo,2021.0,7,0
909,133080,Podbara,Podbara,3.0,centralno grejanje,prazno,ima lift (1),klima,68,uknjiženo,novo,useljivo,2021.0,prizemlje,0
910,142600,Novo Naselje,Šarengrad,3.5,centralno grejanje,prazno,ima lift (1),klima,91,uknjiženo,novo,useljivo,1995.0,1,0
911,77500,Grbavica,Grbavica,0.5,centralno grejanje,prazno,ima lift (1),klima,25,uknjiženo,novo,useljivo,2006.0,visoko,0
912,113300,Detelinara,Nova Detelinara,2.5,centralno grejanje,prazno,ima lift (1),klima,59,uknjiženo,uobičajeno stanje,useljivo,2005.0,1,0
913,110000,Rotkvarija,Socijalno,2.0,centralno grejanje,prazno,ima lift (1),klima,65,uknjiženo,renovirano,useljivo,2005.0,1,0
914,32000,Rare_var,Rare_var,0.5,podno grejanje,prazno,ima lift (1),Rare_var,13,uknjiženo,renovirano,useljivo,2000.0,2,0
915,85000,Bulevar Evrope,Bulevar Evrope,1.5,centralno grejanje,prazno,ima lift (1),Rare_var,37,uknjiženo,renovirano,useljivo,2000.0,2,0
916,156900,Bulevar Oslobođenja,Bulevar Oslobođenja,3.0,centralno grejanje,prazno,ima lift (1),"telefon, kablovska, internet, interfon, klima",68,uknjiženo,renovirano,useljivo,2000.0,1,0
917,157100,Bulevar Oslobođenja,Bulevar Oslobođenja,3.0,centralno grejanje,prazno,ima lift (1),"interfon, klima",68,uknjiženo,renovirano,useljivo,2000.0,1,0
918,123600,Adice,Adice,3.5,centralno grejanje,prazno,ima lift (1),"interfon, klima",64,uknjiženo,uobičajeno stanje,useljivo,2018.0,prizemlje,0
919,113300,Stari Grad,Centar,1.5,centralno grejanje,prazno,ima lift (1),"interfon, klima",44,uknjiženo,uobičajeno stanje,useljivo,1962.0,visoko,0
920,113300,Stari Grad,Centar,2.0,centralno grejanje,prazno,ima lift (1),"interfon, klima",44,uknjiženo,uobičajeno stanje,useljivo,1962.0,visoko,0
921,45000,Bulevar Evrope,Bulevar Evrope,1.5,grejanje na struju,namešteno,ima lift (1),Rare_var,30,uknjiženo,novo,useljivo,2020.0,suteren,0
922,191580,Liman,Liman 4,3.5,centralno grejanje,prazno,ima lift (1),"telefon, kablovska",93,uknjiženo,novo,useljivo,2020.0,5,0
923,206000,Podbara,Rare_var,3.0,centralno grejanje,prazno,ima lift (1),"telefon, kablovska",80,uknjiženo,renovirano,useljivo,2020.0,1,0
924,110000,Stari Grad,Rare_var,1.5,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",44,uknjiženo,renovirano,useljivo,2020.0,visoko,0
925,155000,Adamovićevo Naselje,Rare_var,2.0,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",57,nije uknjiženo,novo,useljivo,2020.0,5,0
