Index,Price(EUR),Location,Address,Rooms,Heating,SetUp,Elevator,Stores,Area(m2),Evident,State,Infrared,YearOfBuild,Floor,YearOfBuildWasNan
926,192600,Telep,Bulevar Patrijarha Pavla (Somborski Bulevar),3.5,podno grejanje,prazno,ima lift (1),"kablovska, klima",85,nije uknjiženo,u izgradnji,useljivo,2020.0,1,0
927,189100,Stari Grad,Centar,3.0,centralno grejanje,prazno,ima lift (1),"kablovska, klima",102,nije uknjiženo,uobičajeno stanje,useljivo,1933.0,1,0
928,149350,Liman,Rare_var,3.0,centralno grejanje,prazno,ima lift (1),"kablovska, klima",58,nije uknjiženo,uobičajeno stanje,useljivo,1982.0,1,0
929,87550,Grbavica,Grbavica,1.5,centralno grejanje,prazno,ima lift (1),"kablovska, klima",39,uknjiženo,uobičajeno stanje,useljivo,2022.0,visoko,0
930,44300,Novo Naselje,Rare_var,1.0,centralno grejanje,prazno,ima lift (1),"kablovska, klima",25,uknjiženo,uobičajeno stanje,useljivo,2000.0,5,0
931,30900,Bulevar Evrope,Bulevar Evrope,0.5,grejanje na struju,prazno,ima lift (1),"kablovska, klima",12,uknjiženo,uobičajeno stanje,useljivo,2009.0,prizemlje,0
932,154500,Grbavica,Rare_var,2.0,centralno grejanje,polunamešteno,ima lift (1),"telefon, kablovska",56,uknjiženo,novo,useljivo,2009.0,4,0
933,164440,Grbavica,Rare_var,4.0,centralno grejanje,polunamešteno,ima lift (1),"telefon, kablovska",72,uknjiženo,novo,useljivo,2009.0,6,0
934,235950,Bulevar Evrope,Bulevar Evrope,3.5,centralno grejanje,polunamešteno,ima lift (1),"telefon, kablovska",97,uknjiženo,u izgradnji,useljivo,2021.0,prizemlje,0
935,320800,Bulevar Evrope,Bulevar Evrope,4.5,centralno grejanje,polunamešteno,ima lift (1),"telefon, kablovska",132,uknjiženo,u izgradnji,useljivo,2021.0,1,0
936,322650,Bulevar Evrope,Bulevar Evrope,4.5,centralno grejanje,polunamešteno,ima lift (1),"telefon, kablovska",133,uknjiženo,u izgradnji,useljivo,2021.0,2,0
937,154500,Sremska Kamenica,Rare_var,4.0,centralno grejanje,polunamešteno,ima lift (1),"telefon, kablovska",160,uknjiženo,u izgradnji,useljivo,2021.0,4,0
938,113300,Stari Grad,Centar,2.0,centralno grejanje,prazno,ima lift (1),"telefon, kablovska",44,uknjiženo,renovirano,useljivo,2021.0,4,0
939,95300,Detelinara,Rare_var,2.5,centralno grejanje,prazno,ima lift (1),"telefon, kablovska",65,nije uknjiženo,uobičajeno stanje,useljivo,2021.0,4,0
940,151410,Liman,Liman 4,2.5,centralno grejanje,prazno,ima lift (1),"telefon, kablovska",58,uknjiženo,uobičajeno stanje,useljivo,2021.0,1,0
941,82400,Telep,Rare_var,2.0,centralno grejanje,prazno,ima lift (1),"telefon, interfon, klima",44,uknjiženo,novo,useljivo,2021.0,2,0
942,121540,Sajmište,Rare_var,3.0,grejanje na gas,prazno,ima lift (1),"telefon, interfon",59,nije uknjiženo,novo,useljivo,2021.0,2,0
943,195700,Adamovićevo Naselje,Cara Dušana,4.0,grejanje na gas,prazno,ima lift (1),"telefon, klima",95,nije uknjiženo,novo,useljivo,2021.0,5,0
944,79300,Detelinara,Rare_var,2.0,centralno grejanje,prazno,ima lift (1),"telefon, interfon, klima",48,uknjiženo,novo,useljivo,2021.0,3,0
945,100940,Rotkvarija,Rare_var,3.5,centralno grejanje,prazno,ima lift (1),"telefon, kablovska, internet, interfon, klima",70,uknjiženo,uobičajeno stanje,useljivo,2021.0,3,0
946,170700,Adamovićevo Naselje,Adamovićevo Naselje,3.5,grejanje na gas,prazno,ima lift (1),telefon,88,nije uknjiženo,novo,useljivo,2021.0,3,0
947,140900,Adamovićevo Naselje,Adamovićevo Naselje,3.5,grejanje na gas,prazno,ima lift (1),telefon,73,nije uknjiženo,novo,useljivo,2021.0,3,0
948,173750,Adamovićevo Naselje,Adamovićevo Naselje,3.5,grejanje na gas,prazno,ima lift (1),telefon,90,nije uknjiženo,novo,useljivo,2021.0,3,0
949,178300,Adamovićevo Naselje,Adamovićevo Naselje,3.5,grejanje na gas,prazno,ima lift (1),telefon,92,nije uknjiženo,novo,useljivo,2021.0,3,0
950,127300,Adamovićevo Naselje,Adamovićevo Naselje,3.5,grejanje na gas,prazno,ima lift (1),telefon,66,nije uknjiženo,novo,useljivo,2021.0,3,0
951,247000,Stari Grad,Centar,4.0,grejanje na gas,prazno,ima lift (1),telefon,106,uknjiženo,u izgradnji,useljivo,2006.0,1,0
952,76200,Salajka,Salajka,1.5,grejanje na gas,prazno,ima lift (1),telefon,37,uknjiženo,uobičajeno stanje,useljivo,2011.0,2,0
953,151410,Liman,Liman 4,2.5,centralno grejanje,prazno,ima lift (1),telefon,58,uknjiženo,renovirano,useljivo,2011.0,2,0
954,81370,Detelinara,Rare_var,2.5,centralno grejanje,prazno,ima lift (1),"telefon, kablovska, internet, interfon",47,uknjiženo,uobičajeno stanje,useljivo,2011.0,4,0
955,278100,Stari Grad,Rare_var,4.0,centralno grejanje,prazno,ima lift (1),telefon,119,uknjiženo,uobičajeno stanje,useljivo,2011.0,visoko,0
956,55650,Bulevar Evrope,Bulevar Evrope,0.5,grejanje na struju,namešteno,ima lift (1),Rare_var,25,uknjiženo,renovirano,useljivo,2011.0,2,0
957,257500,Stari Grad,Kej,4.0,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",83,uknjiženo,renovirano,useljivo,2011.0,visoko,0
958,180250,Stari Grad,Centar,3.0,centralno grejanje,polunamešteno,ima lift (1),"telefon, kablovska",77,uknjiženo,renovirano,useljivo,2011.0,visoko,0
959,145200,Podbara,Podbara,3.0,centralno grejanje,polunamešteno,ima lift (1),"telefon, kablovska",61,uknjiženo,u izgradnji,useljivo,2011.0,1,0
960,151410,Liman,Liman 4,2.5,centralno grejanje,polunamešteno,ima lift (1),"telefon, kablovska, kuhinjski elementi",58,uknjiženo,renovirano,useljivo,2011.0,1,0
961,113300,Stari Grad,Centar,2.0,centralno grejanje,polunamešteno,ima lift (1),"telefon, kablovska, kuhinjski elementi",44,uknjiženo,uobičajeno stanje,useljivo,2011.0,visoko,0
962,180250,Stari Grad,Centar,3.0,centralno grejanje,polunamešteno,ima lift (1),Rare_var,77,uknjiženo,renovirano,useljivo,2011.0,2,0
963,103000,Detelinara,Rare_var,2.5,centralno grejanje,polunamešteno,ima lift (1),Rare_var,53,uknjiženo,renovirano,useljivo,2011.0,2,0
964,136600,Adamovićevo Naselje,Adamovićevo Naselje,2.0,centralno grejanje,prazno,ima lift (1),Rare_var,54,uknjiženo,novo,useljivo,2021.0,4,0
965,149350,Liman,Rare_var,3.0,centralno grejanje,prazno,ima lift (1),Rare_var,58,uknjiženo,novo,useljivo,2021.0,1,0
966,46350,Telep,Rare_var,0.5,grejanje na gas,prazno,ima lift (1),Rare_var,23,uknjiženo,novo,useljivo,2021.0,prizemlje,0
967,87500,Sajmište,Sajmište,1.5,centralno grejanje,prazno,ima lift (1),Rare_var,44,uknjiženo,uobičajeno stanje,useljivo,2014.0,3,0
968,92700,Bulevar Oslobođenja,Bulevar Oslobođenja,1.5,centralno grejanje,prazno,ima lift (1),Rare_var,30,uknjiženo,uobičajeno stanje,useljivo,2004.0,1,0
969,90000,Rotkvarija,Rare_var,1.5,centralno grejanje,prazno,ima lift (2),Rare_var,37,uknjiženo,novo,useljivo,2020.0,visoko,0
970,106000,Rotkvarija,Socijalno,1.5,centralno grejanje,prazno,ima lift (2),Rare_var,45,uknjiženo,uobičajeno stanje,useljivo,2020.0,1,0
971,92700,Telep,Bulevar Patrijarha Pavla (Somborski Bulevar),2.0,grejanje na gas,prazno,ima lift (2),Rare_var,52,uknjiženo,uobičajeno stanje,useljivo,2020.0,5,0
972,251120,Grbavica,Rare_var,3.5,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",106,uknjiženo,novo,useljivo,2020.0,2,0
973,101000,Grbavica,Rare_var,2.0,centralno grejanje,prazno,ima lift (1),video nadzor,49,uknjiženo,uobičajeno stanje,useljivo,2020.0,5,0
974,95300,Detelinara,Nova Detelinara,2.5,centralno grejanje,prazno,ima lift (1),video nadzor,65,uknjiženo,uobičajeno stanje,useljivo,2006.0,5,0
975,92700,Rotkvarija,Socijalno,0.5,centralno grejanje,prazno,ima lift (1),video nadzor,30,uknjiženo,uobičajeno stanje,useljivo,2006.0,1,0
976,113300,Stari Grad,Centar,2.0,centralno grejanje,prazno,ima lift (1),video nadzor,44,uknjiženo,uobičajeno stanje,useljivo,2006.0,prizemlje,0
977,97850,Detelinara,Nova Detelinara,1.5,centralno grejanje,prazno,ima lift (1),video nadzor,37,uknjiženo,uobičajeno stanje,useljivo,2006.0,5,0
978,63650,Detelinara,Nova Detelinara,0.5,centralno grejanje,prazno,ima lift (1),video nadzor,24,uknjiženo,uobičajeno stanje,useljivo,2006.0,prizemlje,0
979,54590,Podbara,Rare_var,0.5,centralno grejanje,namešteno,ima lift (1),video nadzor,21,uknjiženo,uobičajeno stanje,useljivo,2006.0,5,0
980,146880,Novo Naselje,Šarengrad,4.0,centralno grejanje,prazno,ima lift (1),video nadzor,92,uknjiženo,uobičajeno stanje,useljivo,2006.0,2,0
981,54080,Telep,Rare_var,0.5,etažno grejanje,prazno,ima lift (1),video nadzor,21,uknjiženo,uobičajeno stanje,useljivo,2006.0,2,0
982,63650,Detelinara,Nova Detelinara,0.5,centralno grejanje,prazno,ima lift (1),video nadzor,24,uknjiženo,novo,useljivo,2006.0,visoko,0
983,113300,Stari Grad,Rare_var,2.0,centralno grejanje,prazno,ima lift (1),video nadzor,44,uknjiženo,novo,useljivo,2006.0,1,0
984,1,Grbavica,Grbavica,2.0,centralno grejanje,prazno,ima lift (1),video nadzor,62,uknjiženo,novo,useljivo,2008.0,6,0
985,464000,Stari Grad,Kej,3.0,centralno grejanje,prazno,ima lift (1),klima,123,uknjiženo,novo,useljivo,2008.0,2,0
986,115870,Detelinara,Nova Detelinara,2.0,centralno grejanje,prazno,ima lift (1),klima,45,uknjiženo,uobičajeno stanje,useljivo,2017.0,2,0
987,157070,Bulevar Oslobođenja,Rare_var,3.0,centralno grejanje,prazno,ima lift (1),klima,68,uknjiženo,uobičajeno stanje,useljivo,2004.0,1,0
988,97850,Sajmište,Rare_var,1.5,centralno grejanje,prazno,ima lift (1),klima,37,uknjiženo,renovirano,useljivo,2004.0,5,0
989,43800,Telep,Telep,1.0,grejanje na gas,prazno,ima lift (1),klima,21,uknjiženo,uobičajeno stanje,useljivo,2007.0,prizemlje,0
990,133900,Grbavica,Grbavica,4.0,centralno grejanje,prazno,ima lift (1),klima,111,uknjiženo,novo,useljivo,2007.0,6,0
991,63650,Sajmište,Rare_var,0.5,centralno grejanje,namešteno,ima lift (1),klima,24,uknjiženo,novo,useljivo,2007.0,visoko,0
992,94560,Avijatičarsko Naselje,Rare_var,2.0,centralno grejanje,namešteno,ima lift (1),klima,51,uknjiženo,novo,useljivo,2007.0,visoko,0
993,218350,Rotkvarija,Rare_var,4.0,centralno grejanje,namešteno,ima lift (1),klima,86,uknjiženo,novo,useljivo,2007.0,visoko,0
994,147320,Adice,Adice,4.0,grejanje na gas,prazno,ima lift (1),telefon,89,nije uknjiženo,u izgradnji,useljivo,2007.0,2,0
995,69900,Detelinara,Nova Detelinara,1.0,centralno grejanje,prazno,ima lift (1),"telefon, kablovska",28,uknjiženo,u izgradnji,useljivo,2007.0,2,0
996,254400,Grbavica,Grbavica,4.0,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",130,uknjiženo,novo,useljivo,2007.0,3,0
997,108150,Detelinara,Nova Detelinara,1.5,grejanje na gas,namešteno,ima lift (1),"telefon, kablovska",45,uknjiženo,novo,useljivo,2007.0,2,0
998,95710,Rare_var,Rare_var,1.5,grejanje na gas,namešteno,ima lift (1),"telefon, kablovska",62,uknjiženo,u izgradnji,useljivo,2007.0,prizemlje,0
999,126900,Telep,Telep,2.5,grejanje na gas,namešteno,ima lift (1),"telefon, kablovska",63,uknjiženo,u izgradnji,useljivo,2023.0,1,0
1000,84150,Telep,Telep,1.5,grejanje na gas,namešteno,ima lift (1),"telefon, kablovska",39,uknjiženo,u izgradnji,useljivo,2023.0,visoko,0
1001,117220,Telep,Telep,2.5,grejanje na gas,namešteno,ima lift (1),"telefon, kablovska",57,uknjiženo,u izgradnji,useljivo,2023.0,1,0
1002,86110,Detelinara,Nova Detelinara,1.5,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",38,uknjiženo,u izgradnji,useljivo,2010.0,1,0
1003,154500,Salajka,Salajka,3.0,grejanje na gas,polunamešteno,ima lift (1),"telefon, kablovska",75,uknjiženo,novo,useljivo,2010.0,2,0
1004,154500,Grbavica,Rare_var,3.5,centralno grejanje,prazno,ima lift (1),Rare_var,111,uknjiženo,novo,useljivo,2010.0,3,0
1005,108150,Stari Grad,Centar,1.5,centralno grejanje,prazno,ima lift (1),Rare_var,35,uknjiženo,u izgradnji,useljivo,2010.0,4,0
1006,154500,Stari Grad,Centar,3.5,centralno grejanje,prazno,ima lift (1),Rare_var,69,uknjiženo,uobičajeno stanje,useljivo,2007.0,2,0
1007,154500,Bulevar Oslobođenja,Bulevar Oslobođenja,3.0,centralno grejanje,prazno,ima lift (1),Rare_var,68,uknjiženo,renovirano,useljivo,2007.0,2,0
1008,96820,Telep,Bulevar Patrijarha Pavla (Somborski Bulevar),1.5,grejanje na gas,namešteno,ima lift (1),Rare_var,38,uknjiženo,novo,useljivo,2007.0,4,0
1009,82400,Novo Naselje,Rare_var,2.0,centralno grejanje,namešteno,ima lift (1),Rare_var,48,uknjiženo,novo,useljivo,2007.0,4,0
1010,85490,Telep,Bulevar Patrijarha Pavla (Somborski Bulevar),1.5,centralno grejanje,prazno,ima lift (1),Rare_var,38,uknjiženo,novo,useljivo,2007.0,visoko,0
1011,113300,Stari Grad,Rare_var,2.0,centralno grejanje,prazno,ima lift (1),"telefon, kablovska, klima",44,uknjiženo,renovirano,useljivo,2007.0,visoko,0
1012,430000,Stari Grad,Centar,4.0,centralno grejanje,polunamešteno,ima lift (1),Rare_var,208,uknjiženo,novo,useljivo,2018.0,5,0
1013,72100,Adice,Adice,2.0,grejanje na gas,prazno,ima lift (1),klima,49,uknjiženo,novo,useljivo,2011.0,2,0
1014,149350,Podbara,Rare_var,3.0,centralno grejanje,namešteno,ima lift (2),Rare_var,72,uknjiženo,uobičajeno stanje,useljivo,2011.0,3,0
1015,545900,Rotkvarija,Rare_var,5.0,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",122,uknjiženo,novo,useljivo,2011.0,1,0
1016,133080,Podbara,Podbara,3.0,centralno grejanje,prazno,ima lift (1),"telefon, kablovska",68,uknjiženo,novo,useljivo,2011.0,prizemlje,0
1017,83950,Grbavica,Rare_var,1.5,centralno grejanje,prazno,ima lift (1),"telefon, kablovska",33,uknjiženo,uobičajeno stanje,useljivo,2006.0,visoko,0
1018,198280,Liman,Rare_var,3.0,centralno grejanje,prazno,ima lift (1),"telefon, kablovska",77,uknjiženo,uobičajeno stanje,useljivo,1980.0,6,0
1019,1133,Stari Grad,Centar,5.0,centralno grejanje,namešteno,ima lift (1),Rare_var,183,uknjiženo,novo,useljivo,1980.0,Rare_var,0
1020,133800,Liman,Liman 3,2.0,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",62,uknjiženo,novo,useljivo,1980.0,7,0
1021,156000,Stari Grad,Rare_var,2.0,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",52,uknjiženo,uobičajeno stanje,useljivo,1980.0,7,0
1022,114300,Sajmište,Rare_var,2.5,centralno grejanje,prazno,ima lift (1),"telefon, kablovska",66,uknjiženo,uobičajeno stanje,useljivo,1980.0,2,0
1023,106700,Banatić,Rare_var,3.0,centralno grejanje,prazno,ima lift (1),"telefon, kablovska",69,uknjiženo,uobičajeno stanje,useljivo,1980.0,2,0
1024,69600,Bulevar Oslobođenja,Bulevar Oslobođenja,0.5,centralno grejanje,prazno,ima lift (2),"telefon, kablovska",26,uknjiženo,renovirano,useljivo,1980.0,2,0
1025,185400,Liman,Liman 4,3.5,centralno grejanje,prazno,ima lift (1),"telefon, kablovska",90,uknjiženo,renovirano,useljivo,1980.0,2,0
1026,334750,Grbavica,Grbavica,3.0,centralno grejanje,prazno,ima lift (1),"telefon, kablovska",146,uknjiženo,uobičajeno stanje,useljivo,2008.0,5,0
1027,111240,Bulevar Oslobođenja,Bulevar Oslobođenja,2.5,centralno grejanje,prazno,ima lift (1),"telefon, kablovska",65,uknjiženo,uobičajeno stanje,useljivo,1900.0,2,0
1028,92700,Rotkvarija,Rare_var,1.0,centralno grejanje,prazno,ima lift (1),"telefon, kablovska",37,uknjiženo,uobičajeno stanje,useljivo,2019.0,visoko,0
1029,309000,Stari Grad,Centar,3.0,centralno grejanje,prazno,ima lift (1),"telefon, kablovska",94,uknjiženo,uobičajeno stanje,useljivo,1841.0,prizemlje,0
1030,80000,Rare_var,Rare_var,1.5,centralno grejanje,prazno,ima lift (1),"telefon, kablovska",34,uknjiženo,uobičajeno stanje,useljivo,1954.0,3,0
1031,197800,Novo Naselje,Novo Naselje,4.0,grejanje na gas,prazno,ima lift (1),"telefon, kablovska",97,uknjiženo,u izgradnji,useljivo,2022.0,prizemlje,0
1032,144612,Grbavica,Grbavica,4.0,centralno grejanje,prazno,ima lift (1),"telefon, kablovska, internet, interfon, klima",78,uknjiženo,uobičajeno stanje,useljivo,2022.0,3,0
1033,494400,Stari Grad,Stari Grad,4.0,centralno grejanje,prazno,ima lift (1),Rare_var,150,uknjiženo,novo,useljivo,2022.0,1,0
1034,218880,Detelinara,Nova Detelinara,4.0,centralno grejanje,prazno,ima lift (1),Rare_var,125,uknjiženo,novo,useljivo,2022.0,5,0
1035,169950,Adamovićevo Naselje,Cara Dušana,2.5,centralno grejanje,namešteno,ima lift (1),klima,48,uknjiženo,novo,useljivo,2022.0,4,0
1036,169950,Grbavica,Grbavica,3.0,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",65,uknjiženo,novo,useljivo,2022.0,1,0
1037,92700,Rotkvarija,Socijalno,0.5,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",30,uknjiženo,novo,useljivo,2022.0,1,0
1038,87550,Grbavica,Rare_var,1.5,centralno grejanje,prazno,ima lift (1),"telefon, kablovska",39,uknjiženo,uobičajeno stanje,useljivo,2022.0,visoko,0
1039,50250,Veternik,Veternik,1.5,centralno grejanje,prazno,ima lift (1),"telefon, kablovska",31,uknjiženo,u izgradnji,useljivo,2022.0,1,0
1040,125050,Veternik,Veternik,3.5,centralno grejanje,prazno,ima lift (1),"telefon, kablovska",89,uknjiženo,u izgradnji,useljivo,2022.0,1,0
1041,119900,Veternik,Veternik,3.5,centralno grejanje,prazno,ima lift (1),"telefon, kablovska",86,uknjiženo,u izgradnji,useljivo,2022.0,1,0
1042,87300,Veternik,Veternik,2.5,centralno grejanje,prazno,ima lift (1),"telefon, kablovska",60,uknjiženo,u izgradnji,useljivo,2022.0,2,0
1043,113300,Detelinara,Rare_var,2.5,centralno grejanje,prazno,ima lift (1),"telefon, kablovska",59,uknjiženo,uobičajeno stanje,useljivo,2000.0,1,0
1044,127820,Bulevar Oslobođenja,Bulevar Oslobođenja,3.0,centralno grejanje,prazno,ima lift (1),"telefon, kablovska",73,uknjiženo,uobičajeno stanje,useljivo,2000.0,5,0
1045,99500,Podbara,Podbara,2.0,centralno grejanje,prazno,ima lift (1),"telefon, kablovska",46,uknjiženo,uobičajeno stanje,useljivo,2000.0,2,0
1046,206200,Stari Grad,Kej Žrtava Racije,3.0,centralno grejanje,prazno,ima lift (1),"telefon, kablovska",65,uknjiženo,uobičajeno stanje,useljivo,2021.0,1,0
1047,117400,Stari Grad,Kej Žrtava Racije,1.5,centralno grejanje,prazno,ima lift (1),"telefon, kablovska",37,uknjiženo,uobičajeno stanje,useljivo,2021.0,3,0
1048,130800,Stari Grad,Kej Žrtava Racije,2.0,centralno grejanje,prazno,ima lift (1),"telefon, kablovska",41,uknjiženo,uobičajeno stanje,useljivo,2021.0,4,0
1049,161800,Stari Grad,Kej Žrtava Racije,2.5,centralno grejanje,prazno,ima lift (1),"telefon, kablovska",51,uknjiženo,uobičajeno stanje,useljivo,2021.0,4,0
1050,257000,Stari Grad,Kej Žrtava Racije,4.0,centralno grejanje,prazno,ima lift (1),"telefon, kablovska",81,uknjiženo,uobičajeno stanje,useljivo,2021.0,5,0
1051,130800,Stari Grad,Kej Žrtava Racije,2.0,centralno grejanje,prazno,ima lift (1),"telefon, kablovska",41,uknjiženo,uobičajeno stanje,useljivo,2021.0,5,0
1052,130800,Stari Grad,Kej Žrtava Racije,2.0,centralno grejanje,prazno,ima lift (1),"telefon, kablovska",41,uknjiženo,uobičajeno stanje,useljivo,2021.0,2,0
1053,103000,Stari Grad,Centar,1.0,centralno grejanje,prazno,ima lift (1),"telefon, kablovska",40,uknjiženo,uobičajeno stanje,useljivo,2011.0,6,0
1054,153470,Grbavica,Grbavica,2.0,centralno grejanje,namešteno,ima lift (2),"telefon, kablovska",50,uknjiženo,uobičajeno stanje,useljivo,2011.0,6,0
1055,108150,Novo Naselje,Bistrica,2.0,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",60,uknjiženo,uobičajeno stanje,useljivo,2011.0,4,0
1056,149350,Stari Grad,Kej,3.0,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",71,uknjiženo,uobičajeno stanje,useljivo,1977.0,3,0
1057,113300,Detelinara,Nova Detelinara,3.0,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",59,uknjiženo,uobičajeno stanje,useljivo,2005.0,1,0
1058,87550,Grbavica,Grbavica,1.5,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",39,uknjiženo,uobičajeno stanje,useljivo,2003.0,visoko,0
1059,103000,Telep,Bulevar Patrijarha Pavla (Somborski Bulevar),3.0,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",65,uknjiženo,uobičajeno stanje,useljivo,2003.0,4,0
1060,335000,Grbavica,Grbavica,3.5,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",145,uknjiženo,u izgradnji,useljivo,2003.0,5,0
1061,231750,Grbavica,Grbavica,3.5,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",107,uknjiženo,uobičajeno stanje,useljivo,2009.0,4,0
1062,177200,Stari Grad,Kej,4.5,centralno grejanje,namešteno,ima lift (1),klima,93,uknjiženo,uobičajeno stanje,useljivo,2009.0,4,0
1063,87650,Bulevar Oslobođenja,Bulevar Oslobođenja,1.5,centralno grejanje,namešteno,ima lift (1),klima,37,uknjiženo,uobičajeno stanje,useljivo,2010.0,3,0
1064,125000,Salajka,Salajka,2.0,centralno grejanje,namešteno,ima lift (1),klima,48,uknjiženo,u izgradnji,useljivo,2021.0,1,0
1065,240000,Petrovaradin,Rare_var,5.0,centralno grejanje,namešteno,ima lift (1),Rare_var,98,uknjiženo,renovirano,useljivo,2021.0,visoko,0
1066,61800,Bulevar Oslobođenja,Bulevar Oslobođenja,0.5,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",25,uknjiženo,renovirano,useljivo,2021.0,5,0
